,ts_code,name
1906,600528.SH,中铁工业
1907,600529.SH,山东药玻
1909,600531.SH,豫光金铅
1910,600533.SH,栖霞建设
1911,600535.SH,天士力
1912,600536.SH,中国软件
1913,600537.SH,亿晶光电
1914,600538.SH,国发股份
1915,600539.SH,狮头股份
1916,600540.SH,新赛股份
1918,600545.SH,卓郎智能
1919,600546.SH,山煤国际
1920,600547.SH,山东黄金
1921,600548.SH,深高速
1922,600549.SH,厦门钨业
1923,600550.SH,保变电气
1924,600551.SH,时代出版
1925,600552.SH,凯盛科技
1926,600556.SH,天下秀
1927,600557.SH,康缘药业
1928,600558.SH,大西洋
1929,600559.SH,老白干酒
1930,600560.SH,金自天正
1931,600561.SH,江西长运
1932,600562.SH,国睿科技
1933,600563.SH,法拉电子
1934,600565.SH,迪马股份
1935,600566.SH,济川药业
1936,600567.SH,山鹰国际
1938,600569.SH,安阳钢铁
1939,600570.SH,恒生电子
1940,600571.SH,信雅达
1941,600572.SH,康恩贝
1942,600573.SH,惠泉啤酒
1943,600575.SH,淮河能源
1944,600576.SH,祥源文旅
1945,600577.SH,精达股份
1946,600578.SH,京能电力
1947,600579.SH,克劳斯
1948,600580.SH,卧龙电驱
1949,600581.SH,八一钢铁
1950,600582.SH,天地科技
1951,600583.SH,海油工程
1952,600584.SH,长电科技
1953,600585.SH,海螺水泥
1954,600586.SH,金晶科技
1955,600587.SH,新华医疗
1956,600588.SH,用友网络
1958,600590.SH,泰豪科技
1959,600592.SH,龙溪股份
1960,600593.SH,大连圣亚
1961,600594.SH,益佰制药
1962,600595.SH,中孚实业
1963,600596.SH,新安股份
1964,600597.SH,光明乳业
1965,600598.SH,北大荒
1967,600600.SH,青岛啤酒
1968,600601.SH,方正科技
1969,600602.SH,云赛智联
1970,600603.SH,广汇物流
1971,600604.SH,市北高新
1972,600605.SH,汇通能源
1973,600606.SH,绿地控股
1975,600609.SH,金杯汽车
1976,600610.SH,中毅达
1977,600611.SH,大众交通
1978,600612.SH,老凤祥
1979,600613.SH,神奇制药
1980,600615.SH,丰华股份
1981,600616.SH,金枫酒业
1982,600617.SH,国新能源
1983,600618.SH,氯碱化工
1984,600619.SH,海立股份
1985,600620.SH,天宸股份
1986,600621.SH,华鑫股份
1987,600622.SH,光大嘉宝
1988,600623.SH,华谊集团
1989,600624.SH,复旦复华
1990,600626.SH,申达股份
1991,600628.SH,新世界
1992,600629.SH,华建集团
1993,600630.SH,龙头股份
1994,600633.SH,浙数文化
1995,600635.SH,大众公用
1996,600636.SH,国新文化
1997,600637.SH,东方明珠
1998,600638.SH,新黄浦
1999,600639.SH,浦东金桥
2000,600640.SH,国脉文化
2001,600641.SH,万业企业
2002,600642.SH,申能股份
2003,600643.SH,爱建集团
2004,600644.SH,乐山电力
2005,600645.SH,中源协和
2007,600648.SH,外高桥
2008,600649.SH,城投控股
2009,600650.SH,锦江在线
2010,600651.SH,飞乐音响
2011,600653.SH,申华控股
2013,600655.SH,豫园股份
2014,600657.SH,信达地产
2015,600658.SH,电子城
2016,600660.SH,福耀玻璃
2017,600661.SH,昂立教育
2018,600662.SH,外服控股
2019,600663.SH,陆家嘴
2020,600664.SH,哈药股份
2021,600665.SH,天地源
2023,600667.SH,太极实业
2024,600668.SH,尖峰集团
2026,600673.SH,东阳光
2027,600674.SH,川投能源
2028,600675.SH,中华企业
2029,600676.SH,交运股份
2030,600678.SH,四川金顶
2031,600679.SH,上海凤凰
2032,600681.SH,百川能源
2033,600682.SH,南京新百
2034,600683.SH,京投发展
2035,600684.SH,珠江股份
2036,600685.SH,中船防务
2037,600686.SH,金龙汽车
2038,600688.SH,上海石化
2039,600689.SH,上海三毛
2040,600690.SH,海尔智家
2041,600691.SH,阳煤化工
2042,600692.SH,亚通股份
2043,600693.SH,东百集团
2044,600694.SH,大商股份
2045,600696.SH,岩石股份
2046,600697.SH,欧亚集团
2047,600698.SH,湖南天雁
2048,600699.SH,均胜电子
2049,600702.SH,舍得酒业
2050,600703.SH,三安光电
2051,600704.SH,物产中大
2052,600705.SH,中航产融
2053,600706.SH,曲江文旅
2054,600707.SH,彩虹股份
2055,600708.SH,光明地产
2056,600710.SH,苏美达
2057,600711.SH,盛屯矿业
2058,600712.SH,南宁百货
2059,600713.SH,南京医药
2060,600714.SH,金瑞矿业
2061,600715.SH,文投控股
2062,600716.SH,凤凰股份
2063,600717.SH,天津港
2064,600718.SH,东软集团
2065,600719.SH,大连热电
2066,600720.SH,中交设计
2067,600721.SH,百花医药
2068,600722.SH,金牛化工
2069,600724.SH,宁波富达
2070,600725.SH,云维股份
2071,600726.SH,华电能源
2072,600727.SH,鲁北化工
2073,600728.SH,佳都科技
2074,600729.SH,重庆百货
2075,600730.SH,中国高科
2076,600731.SH,湖南海利
2077,600732.SH,爱旭股份
2078,600733.SH,北汽蓝谷
2080,600735.SH,新华锦
2081,600736.SH,苏州高新
2082,600737.SH,中粮糖业
2083,600738.SH,丽尚国潮
2084,600739.SH,辽宁成大
2085,600740.SH,山西焦化
2086,600741.SH,华域汽车
2087,600742.SH,一汽富维
2088,600743.SH,华远地产
2089,600744.SH,华银电力
2090,600745.SH,闻泰科技
2091,600746.SH,江苏索普
2092,600748.SH,上实发展
2093,600749.SH,西藏旅游
2094,600750.SH,江中药业
2095,600751.SH,海航科技
2096,600753.SH,庚星股份
2097,600754.SH,锦江酒店
2098,600755.SH,厦门国贸
2099,600756.SH,浪潮软件
2100,600757.SH,长江传媒
2101,600758.SH,辽宁能源
2103,600760.SH,中航沈飞
2104,600761.SH,安徽合力
2105,600763.SH,通策医疗
2106,600764.SH,中国海防
2107,600765.SH,中航重机
2109,600768.SH,宁波富邦
2110,600769.SH,祥龙电业
2111,600770.SH,综艺股份
2112,600771.SH,广誉远
2113,600773.SH,西藏城投
2114,600774.SH,汉商集团
2115,600775.SH,南京熊猫
2116,600776.SH,东方通信
2117,600777.SH,新潮能源
2118,600778.SH,友好集团
2119,600779.SH,水井坊
2120,600780.SH,通宝能源
2121,600782.SH,新钢股份
2122,600783.SH,鲁信创投
2123,600784.SH,鲁银投资
2124,600785.SH,新华百货
2125,600787.SH,中储股份
2126,600789.SH,鲁抗医药
2127,600790.SH,轻纺城
2128,600791.SH,京能置业
2129,600792.SH,云煤能源
2130,600793.SH,宜宾纸业
2131,600794.SH,保税科技
2132,600795.SH,国电电力
2133,600796.SH,钱江生化
2134,600797.SH,浙大网新
2135,600798.SH,宁波海运
2136,600800.SH,渤海化学
2137,600801.SH,华新水泥
2138,600802.SH,福建水泥
2139,600803.SH,新奥股份
2141,600805.SH,悦达投资
2142,600807.SH,济南高新
2143,600808.SH,马钢股份
2144,600809.SH,山西汾酒
2145,600810.SH,神马股份
2146,600811.SH,东方集团
2147,600812.SH,华北制药
2148,600814.SH,杭州解百
2149,600815.SH,厦工股份
2150,600816.SH,建元信托
2151,600817.SH,宇通重工
2152,600818.SH,中路股份
2153,600819.SH,耀皮玻璃
2154,600820.SH,隧道股份
2155,600821.SH,金开新能
2156,600822.SH,上海物贸
2158,600824.SH,益民集团
2159,600825.SH,新华传媒
2160,600826.SH,兰生股份
2161,600827.SH,百联股份
2162,600828.SH,茂业商业
2163,600829.SH,人民同泰
2164,600830.SH,香溢融通
2165,600831.SH,广电网络
2166,600833.SH,第一医药
2167,600834.SH,申通地铁
2168,600835.SH,上海机电
2169,600836.SH,上海易连
2170,600837.SH,海通证券
2171,600838.SH,上海九百
2172,600839.SH,四川长虹
2173,600841.SH,动力新科
2174,600843.SH,上工申贝
2175,600844.SH,丹化科技
2176,600845.SH,宝信软件
2177,600846.SH,同济科技
2178,600847.SH,万里股份
2179,600848.SH,上海临港
2180,600850.SH,电科数字
2181,600851.SH,海欣股份
2182,600853.SH,龙建股份
2183,600854.SH,春兰股份
2184,600855.SH,航天长峰
2185,600857.SH,宁波中百
2186,600858.SH,银座股份
2187,600859.SH,王府井
2188,600860.SH,京城股份
2189,600861.SH,北京人力
2190,600862.SH,中航高科
2191,600863.SH,内蒙华电
2192,600864.SH,哈投股份
2193,600865.SH,百大集团
2194,600866.SH,星湖科技
2195,600867.SH,通化东宝
2196,600868.SH,梅雁吉祥
2197,600869.SH,远东股份
2198,600871.SH,石化油服
2199,600872.SH,中炬高新
2200,600873.SH,梅花生物
2201,600874.SH,创业环保
2202,600875.SH,东方电气
2203,600876.SH,凯盛新能
2204,600877.SH,电科芯片
2205,600879.SH,航天电子
2206,600880.SH,博瑞传播
2207,600881.SH,亚泰集团
2208,600882.SH,妙可蓝多
2209,600883.SH,博闻科技
2210,600884.SH,杉杉股份
2211,600885.SH,宏发股份
2212,600886.SH,国投电力
2213,600887.SH,伊利股份
2214,600888.SH,新疆众和
2215,600889.SH,南京化纤
2216,600892.SH,大晟文化
2217,600893.SH,航发动力
2218,600894.SH,广日股份
2219,600895.SH,张江高科
2220,600897.SH,厦门空港
2222,600900.SH,长江电力
2223,600901.SH,江苏金租
2224,600903.SH,贵州燃气
2225,600905.SH,三峡能源
2226,600906.SH,财达证券
2227,600908.SH,无锡银行
2228,600909.SH,华安证券
2229,600916.SH,中国黄金
2230,600917.SH,重庆燃气
2231,600918.SH,中泰证券
2232,600919.SH,江苏银行
2233,600925.SH,苏能股份
2234,600926.SH,杭州银行
2235,600927.SH,永安期货
2236,600928.SH,西安银行
2237,600929.SH,雪天盐业
2238,600933.SH,爱柯迪
2239,600935.SH,华塑股份
2240,600936.SH,广西广电
2241,600938.SH,中国海油
2242,600939.SH,重庆建工
2243,600941.SH,中国移动
2244,600955.SH,维远股份
2245,600956.SH,新天绿能
2246,600958.SH,东方证券
2247,600959.SH,江苏有线
2248,600960.SH,渤海汽车
2249,600961.SH,株冶集团
2250,600962.SH,国投中鲁
2251,600963.SH,岳阳林纸
2252,600965.SH,福成股份
2253,600966.SH,博汇纸业
2254,600967.SH,内蒙一机
2255,600968.SH,海油发展
2256,600969.SH,郴电国际
2257,600970.SH,中材国际
2258,600971.SH,恒源煤电
2259,600973.SH,宝胜股份
2260,600975.SH,新五丰
2261,600976.SH,健民集团
2262,600977.SH,中国电影
2263,600979.SH,广安爱众
2264,600980.SH,北矿科技
2265,600981.SH,汇鸿集团
2266,600982.SH,宁波能源
2267,600983.SH,惠而浦
2268,600984.SH,建设机械
2269,600985.SH,淮北矿业
2270,600986.SH,浙文互联
2271,600987.SH,航民股份
2272,600988.SH,赤峰黄金
2273,600989.SH,宝丰能源
2274,600990.SH,四创电子
2275,600992.SH,贵绳股份
2276,600993.SH,马应龙
2277,600995.SH,南网储能
2278,600996.SH,贵广网络
2279,600997.SH,开滦股份
2280,600998.SH,九州通
2281,600999.SH,招商证券
2282,601000.SH,唐山港
2283,601001.SH,晋控煤业
2284,601002.SH,晋亿实业
2285,601003.SH,柳钢股份
2286,601005.SH,重庆钢铁
2287,601006.SH,大秦铁路
2288,601007.SH,金陵饭店
2289,601008.SH,连云港
2290,601009.SH,南京银行
2291,601010.SH,文峰股份
2292,601011.SH,宝泰隆
2293,601012.SH,隆基绿能
2294,601015.SH,陕西黑猫
2295,601016.SH,节能风电
2296,601018.SH,宁波港
2297,601019.SH,山东出版
2298,601020.SH,华钰矿业
2299,601021.SH,春秋航空
2300,601022.SH,宁波远洋
2301,601028.SH,玉龙股份
2302,601033.SH,永兴股份
2303,601038.SH,一拖股份
2304,601058.SH,赛轮轮胎
2305,601059.SH,信达证券
2306,601061.SH,中信金属
2307,601065.SH,江盐集团
2308,601066.SH,中信建投
2309,601068.SH,中铝国际
2310,601069.SH,西部黄金
2311,601077.SH,渝农商行
2312,601083.SH,锦江航运
2313,601086.SH,国芳集团
2314,601088.SH,中国神华
2315,601089.SH,福元医药
2316,601096.SH,宏盛华源
2317,601098.SH,中南传媒
2318,601099.SH,太平洋
2319,601100.SH,恒立液压
2320,601101.SH,昊华能源
2321,601106.SH,中国一重
2322,601107.SH,四川成渝
2323,601108.SH,财通证券
2324,601111.SH,中国国航
2325,601113.SH,华鼎股份
2326,601116.SH,三江购物
2327,601117.SH,中国化学
2328,601118.SH,海南橡胶
2329,601121.SH,宝地矿业
2330,601126.SH,四方股份
2331,601127.SH,赛力斯
2332,601128.SH,常熟银行
2333,601133.SH,柏诚股份
2334,601136.SH,首创证券
2335,601137.SH,博威合金
2336,601138.SH,工业富联
2337,601139.SH,深圳燃气
2338,601155.SH,新城控股
2339,601156.SH,东航物流
2340,601158.SH,重庆水务
2341,601162.SH,天风证券
2342,601163.SH,三角轮胎
2343,601166.SH,兴业银行
2344,601168.SH,西部矿业
2345,601169.SH,北京银行
2346,601177.SH,杭齿前进
2347,601179.SH,中国西电
2348,601186.SH,中国铁建
2349,601187.SH,厦门银行
2350,601188.SH,龙江交通
2351,601198.SH,东兴证券
2352,601199.SH,江南水务
2353,601200.SH,上海环境
2354,601208.SH,东材科技
2355,601211.SH,国泰君安
2356,601212.SH,白银有色
2357,601216.SH,君正集团
2358,601218.SH,吉鑫科技
2359,601222.SH,林洋能源
2360,601225.SH,陕西煤业
2361,601226.SH,华电重工
2362,601228.SH,广州港
2363,601229.SH,上海银行
2364,601231.SH,环旭电子
2365,601233.SH,桐昆股份
2366,601236.SH,红塔证券
2367,601238.SH,广汽集团
2368,601279.SH,英利汽车
2369,601288.SH,农业银行
2370,601298.SH,青岛港
2371,601311.SH,骆驼股份
2372,601318.SH,中国平安
2373,601319.SH,中国人保
2374,601326.SH,秦港股份
2375,601328.SH,交通银行
2376,601330.SH,绿色动力
2377,601333.SH,广深铁路
2378,601336.SH,新华保险
2379,601339.SH,百隆东方
2380,601360.SH,三六零
2381,601366.SH,利群股份
2382,601368.SH,绿城水务
2383,601369.SH,陕鼓动力
2384,601375.SH,中原证券
2385,601377.SH,兴业证券
2386,601388.SH,怡球资源
2387,601390.SH,中国中铁
2388,601398.SH,工商银行
2389,601399.SH,国机重装
2390,601456.SH,国联证券
2391,601500.SH,通用股份
2392,601512.SH,中新集团
2393,601515.SH,东峰集团
2394,601518.SH,吉林高速
2395,601519.SH,大智慧
2396,601528.SH,瑞丰银行
2397,601555.SH,东吴证券
2398,601566.SH,九牧王
2399,601567.SH,三星医疗
2400,601568.SH,北元集团
2401,601577.SH,长沙银行
2402,601579.SH,会稽山
2403,601588.SH,北辰实业
2404,601595.SH,上海电影
2405,601598.SH,中国外运
2406,601599.SH,浙文影业
2407,601600.SH,中国铝业
2408,601601.SH,中国太保
2409,601606.SH,长城军工
2410,601607.SH,上海医药
2411,601608.SH,中信重工
2412,601609.SH,金田股份
2413,601611.SH,中国核建
2414,601615.SH,明阳智能
2415,601616.SH,广电电气
2416,601618.SH,中国中冶
2417,601619.SH,嘉泽新能
2418,601628.SH,中国人寿
2419,601633.SH,长城汽车
2420,601636.SH,旗滨集团
2421,601658.SH,邮储银行
2422,601665.SH,齐鲁银行
2423,601666.SH,平煤股份
2424,601668.SH,中国建筑
2425,601669.SH,中国电建
2426,601677.SH,明泰铝业
2427,601678.SH,滨化股份
2428,601686.SH,友发集团
2429,601688.SH,华泰证券
2430,601689.SH,拓普集团
2431,601696.SH,中银证券
2432,601698.SH,中国卫通
2433,601699.SH,潞安环能
2434,601700.SH,风范股份
2435,601702.SH,华峰铝业
2436,601717.SH,郑煤机
2437,601718.SH,际华集团
2438,601727.SH,上海电气
2439,601728.SH,中国电信
2440,601766.SH,中国中车
2441,601777.SH,力帆科技
2442,601778.SH,晶科科技
2443,601788.SH,光大证券
2444,601789.SH,宁波建工
2445,601798.SH,蓝科高新
2446,601799.SH,星宇股份
2447,601800.SH,中国交建
2448,601801.SH,皖新传媒
2449,601808.SH,中海油服
2450,601811.SH,新华文轩
2451,601816.SH,京沪高铁
2452,601818.SH,光大银行
2453,601825.SH,沪农商行
2454,601827.SH,三峰环境
2455,601828.SH,美凯龙
2456,601838.SH,成都银行
2457,601857.SH,中国石油
2458,601858.SH,中国科传
2459,601860.SH,紫金银行
2460,601865.SH,福莱特
2461,601866.SH,中远海发
2462,601868.SH,中国能建
2463,601869.SH,长飞光纤
2464,601872.SH,招商轮船
2465,601877.SH,正泰电器
2466,601878.SH,浙商证券
2467,601880.SH,辽港股份
2468,601881.SH,中国银河
2469,601882.SH,海天精工
2470,601886.SH,江河集团
2471,601888.SH,中国中免
2472,601890.SH,亚星锚链
2473,601898.SH,中煤能源
2474,601899.SH,紫金矿业
2475,601900.SH,南方传媒
2476,601901.SH,方正证券
2477,601908.SH,京运通
2478,601916.SH,浙商银行
2479,601918.SH,新集能源
2480,601919.SH,中远海控
2481,601921.SH,浙版传媒
2482,601928.SH,凤凰传媒
2483,601929.SH,吉视传媒
2484,601933.SH,永辉超市
2485,601939.SH,建设银行
2486,601949.SH,中国出版
2487,601952.SH,苏垦农发
2488,601956.SH,东贝集团
2489,601958.SH,金钼股份
2490,601963.SH,重庆银行
2491,601965.SH,中国汽研
2492,601966.SH,玲珑轮胎
2493,601968.SH,宝钢包装
2494,601969.SH,海南矿业
2495,601975.SH,招商南油
2496,601985.SH,中国核电
2497,601988.SH,中国银行
2498,601989.SH,中国重工
2499,601990.SH,南京证券
2500,601991.SH,大唐发电
2501,601992.SH,金隅集团
2502,601995.SH,中金公司
2503,601996.SH,丰林集团
2504,601997.SH,贵阳银行
2505,601998.SH,中信银行
2506,601999.SH,出版传媒
2507,603000.SH,人民网
2509,603002.SH,宏昌电子
2510,603003.SH,龙宇股份
2511,603004.SH,鼎龙科技
2512,603005.SH,晶方科技
2513,603006.SH,联明股份
2515,603008.SH,喜临门
2516,603009.SH,北特科技
2517,603010.SH,万盛股份
2518,603011.SH,合锻智能
2519,603012.SH,创力集团
2520,603013.SH,亚普股份
2521,603015.SH,弘讯科技
2522,603016.SH,新宏泰
2523,603017.SH,中衡设计
2524,603018.SH,华设集团
2525,603019.SH,中科曙光
2526,603020.SH,爱普股份
2527,603021.SH,山东华鹏
2528,603022.SH,新通联
2529,603023.SH,威帝股份
2530,603025.SH,大豪科技
2531,603026.SH,胜华新材
2532,603027.SH,千禾味业
2533,603028.SH,赛福天
2534,603029.SH,天鹅股份
2536,603031.SH,安孚科技
2537,603032.SH,德新科技
2538,603033.SH,三维股份
2539,603035.SH,常熟汽饰
2540,603036.SH,如通股份
2541,603037.SH,凯众股份
2542,603038.SH,华立股份
2543,603039.SH,泛微网络
2544,603040.SH,新坐标
2545,603041.SH,美思德
2546,603042.SH,华脉科技
2547,603043.SH,广州酒家
2548,603045.SH,福达合金
2549,603048.SH,浙江黎明
2550,603050.SH,科林电气
2551,603051.SH,鹿山新材
2552,603052.SH,可川科技
2553,603053.SH,成都燃气
2554,603055.SH,台华新材
2555,603056.SH,德邦股份
2556,603057.SH,紫燕食品
2557,603058.SH,永吉股份
2558,603059.SH,倍加洁
2559,603060.SH,国检集团
2560,603061.SH,金海通
2561,603062.SH,麦加芯彩
2562,603063.SH,禾望电气
2563,603065.SH,宿迁联盛
2564,603066.SH,音飞储存
2565,603067.SH,振华股份
2566,603068.SH,博通集成
2567,603069.SH,海汽集团
2568,603070.SH,万控智造
2569,603071.SH,物产环能
2570,603073.SH,彩蝶实业
2571,603075.SH,热威股份
2572,603076.SH,乐惠国际
2573,603077.SH,和邦生物
2574,603078.SH,江化微
2575,603079.SH,圣达生物
2576,603080.SH,新疆火炬
2577,603081.SH,大丰实业
2578,603082.SH,北自科技
2579,603083.SH,剑桥科技
2580,603085.SH,天成自控
2581,603086.SH,先达股份
2582,603087.SH,甘李药业
2583,603088.SH,宁波精达
2584,603089.SH,正裕工业
2585,603090.SH,宏盛股份
2586,603093.SH,南华期货
2587,603095.SH,越剑智能
2588,603096.SH,新经典
2589,603097.SH,江苏华辰
2590,603098.SH,森特股份
2591,603099.SH,长白山
2592,603100.SH,川仪股份
2593,603101.SH,汇嘉时代
2594,603102.SH,百合股份
2595,603103.SH,横店影视
2596,603105.SH,芯能科技
2597,603106.SH,恒银科技
2598,603107.SH,上海汽配
2599,603108.SH,润达医疗
2600,603109.SH,神驰机电
2601,603110.SH,东方材料
2602,603111.SH,康尼机电
2603,603112.SH,华翔股份
2604,603113.SH,金能科技
2605,603115.SH,海星股份
2606,603116.SH,红蜻蜓
2608,603118.SH,共进股份
2609,603119.SH,浙江荣泰
2610,603121.SH,华培动力
2611,603122.SH,合富中国
2612,603123.SH,翠微股份
2613,603125.SH,常青科技
2614,603126.SH,中材节能
2615,603127.SH,昭衍新药
2616,603128.SH,华贸物流
2617,603129.SH,春风动力
2618,603130.SH,云中马
2619,603131.SH,上海沪工
2620,603132.SH,金徽股份
2622,603135.SH,中重科技
2623,603136.SH,天目湖
2624,603137.SH,恒尚节能
2625,603138.SH,海量数据
2626,603139.SH,康惠制药
2627,603150.SH,万朗磁塑
2628,603151.SH,邦基科技
2629,603153.SH,上海建科
2630,603155.SH,新亚强
2631,603156.SH,养元饮品
2632,603158.SH,腾龙股份
2633,603159.SH,上海亚虹
2634,603160.SH,汇顶科技
2635,603161.SH,科华控股
2636,603162.SH,海通发展
2637,603163.SH,圣晖集成
2638,603165.SH,荣晟环保
2639,603166.SH,福达股份
2640,603167.SH,渤海轮渡
2641,603168.SH,莎普爱思
2642,603169.SH,兰石重装
2643,603170.SH,宝立食品
2644,603171.SH,税友股份
2645,603172.SH,万丰股份
2646,603173.SH,福斯达
2647,603176.SH,汇通集团
2648,603177.SH,德创环保
2649,603178.SH,圣龙股份
2650,603179.SH,新泉股份
2651,603180.SH,金牌厨柜
2652,603181.SH,皇马科技
2653,603182.SH,嘉华股份
2654,603183.SH,建研院
2655,603185.SH,弘元绿能
2656,603186.SH,华正新材
2657,603187.SH,海容冷链
2658,603188.SH,亚邦股份
2659,603189.SH,网达软件
2660,603190.SH,亚通精工
2661,603191.SH,望变电气
2662,603192.SH,汇得科技
2663,603193.SH,润本股份
2664,603195.SH,公牛集团
2665,603196.SH,日播时尚
2666,603197.SH,保隆科技
2667,603198.SH,迎驾贡酒
2668,603199.SH,九华旅游
2669,603200.SH,上海洗霸
2670,603201.SH,常润股份
2671,603203.SH,快克智能
2672,603206.SH,嘉环科技
2673,603208.SH,江山欧派
2674,603209.SH,兴通股份
2675,603211.SH,晋拓股份
2676,603212.SH,赛伍技术
2677,603213.SH,镇洋发展
2678,603214.SH,爱婴室
2679,603215.SH,比依股份
2680,603216.SH,梦天家居
2681,603217.SH,元利科技
2682,603218.SH,日月股份
2683,603219.SH,富佳股份
2684,603220.SH,中贝通信
2685,603221.SH,爱丽家居
2686,603222.SH,济民医疗
2687,603223.SH,恒通股份
2688,603225.SH,新凤鸣
2689,603226.SH,菲林格尔
2690,603227.SH,雪峰科技
2691,603228.SH,景旺电子
2692,603229.SH,奥翔药业
2693,603230.SH,内蒙新华
2694,603231.SH,索宝蛋白
2695,603232.SH,格尔软件
2696,603233.SH,大参林
2697,603235.SH,天新药业
2698,603236.SH,移远通信
2699,603237.SH,五芳斋
2700,603238.SH,诺邦股份
2701,603239.SH,浙江仙通
2702,603255.SH,鼎际得
2703,603256.SH,宏和科技
2704,603258.SH,电魂网络
2705,603259.SH,药明康德
2706,603260.SH,合盛硅业
2707,603261.SH,立航科技
2708,603266.SH,天龙股份
2709,603267.SH,鸿远电子
2710,603268.SH,松发股份
2711,603269.SH,海鸥股份
2712,603270.SH,金帝股份
2713,603272.SH,联翔股份
2714,603273.SH,天元智能
2715,603275.SH,众辰科技
2716,603276.SH,恒兴新材
2717,603277.SH,银都股份
2718,603278.SH,大业股份
2719,603279.SH,景津装备
2720,603280.SH,南方路机
2721,603281.SH,江瀚新材
2722,603282.SH,亚光股份
2723,603283.SH,赛腾股份
2724,603286.SH,日盈电子
2725,603288.SH,海天味业
2726,603289.SH,泰瑞机器
2727,603290.SH,斯达半导
2728,603291.SH,联合水务
2729,603296.SH,华勤技术
2730,603297.SH,永新光学
2731,603298.SH,杭叉集团
2732,603299.SH,苏盐井神
2733,603300.SH,华铁应急
2734,603301.SH,振德医疗
2735,603303.SH,得邦照明
2736,603305.SH,旭升集团
2737,603306.SH,华懋科技
2738,603307.SH,扬州金泉
2739,603308.SH,应流股份
2740,603309.SH,维力医疗
2741,603311.SH,金海高科
2742,603312.SH,西典新能
2743,603313.SH,梦百合
2744,603315.SH,福鞍股份
2745,603316.SH,诚邦股份
2746,603317.SH,天味食品
2747,603318.SH,水发燃气
2748,603319.SH,湘油泵
2749,603320.SH,迪贝电气
2750,603321.SH,梅轮电梯
2751,603322.SH,超讯通信
2752,603323.SH,苏农银行
2753,603324.SH,盛剑环境
2754,603325.SH,博隆技术
2755,603326.SH,我乐家居
2756,603327.SH,福蓉科技
2757,603328.SH,依顿电子
2758,603329.SH,上海雅仕
2759,603330.SH,天洋新材
2760,603331.SH,百达精工
2761,603332.SH,苏州龙杰
2762,603333.SH,尚纬股份
2763,603335.SH,迪生力
2764,603336.SH,宏辉果蔬
2765,603337.SH,杰克股份
2766,603338.SH,浙江鼎力
2767,603339.SH,四方科技
2768,603345.SH,安井食品
2769,603348.SH,文灿股份
2770,603351.SH,威尔药业
2771,603353.SH,和顺石油
2772,603355.SH,莱克电气
2773,603356.SH,华菱精工
2774,603357.SH,设计总院
2775,603358.SH,华达科技
2776,603359.SH,东珠生态
2777,603360.SH,百傲化学
2778,603363.SH,傲农生物
2779,603365.SH,水星家纺
2780,603366.SH,日出东方
2781,603367.SH,辰欣药业
2782,603368.SH,柳药集团
2783,603369.SH,今世缘
2784,603373.SH,安邦护卫
2785,603375.SH,盛景微
2786,603377.SH,东方时尚
2787,603378.SH,亚士创能
2788,603379.SH,三美股份
2789,603380.SH,易德龙
2790,603383.SH,顶点软件
2791,603385.SH,惠达卫浴
2792,603386.SH,骏亚科技
2793,603387.SH,基蛋生物
2794,603388.SH,元成股份
2795,603389.SH,亚振家居
2796,603390.SH,通达电气
2797,603392.SH,万泰生物
2798,603393.SH,新天然气
2799,603396.SH,金辰股份
2800,603398.SH,沐邦高科
2801,603399.SH,吉翔股份
2802,603408.SH,建霖家居
2803,603416.SH,信捷电气
2804,603421.SH,鼎信通讯
2805,603429.SH,集友股份
2806,603439.SH,贵州三力
2807,603444.SH,吉比特
2808,603456.SH,九洲药业
2809,603458.SH,勘设股份
2810,603466.SH,风语筑
2811,603477.SH,巨星农牧
2812,603486.SH,科沃斯
2813,603488.SH,展鹏科技
2814,603489.SH,八方股份
2815,603496.SH,恒为科技
2816,603499.SH,翔港科技
2817,603500.SH,祥和实业
2818,603501.SH,韦尔股份
2819,603505.SH,金石资源
2820,603506.SH,南都物业
2821,603507.SH,振江股份
2822,603508.SH,思维列控
2823,603511.SH,爱慕股份
2824,603515.SH,欧普照明
2825,603516.SH,淳中科技
2826,603517.SH,绝味食品
2827,603518.SH,锦泓集团
2828,603519.SH,立霸股份
2829,603520.SH,司太立
2830,603527.SH,众源新材
2831,603528.SH,多伦科技
2832,603529.SH,爱玛科技
2833,603530.SH,神马电力
2834,603533.SH,掌阅科技
2835,603535.SH,嘉诚国际
2836,603536.SH,惠发食品
2837,603538.SH,美诺华
2838,603551.SH,奥普家居
2840,603556.SH,海兴电力
2842,603558.SH,健盛集团
2844,603565.SH,中谷物流
2845,603566.SH,普莱柯
2846,603567.SH,珍宝岛
2847,603568.SH,伟明环保
2848,603569.SH,长久物流
2849,603577.SH,汇金通
2850,603578.SH,三星新材
2851,603579.SH,荣泰健康
2852,603580.SH,艾艾精工
2853,603583.SH,捷昌驱动
2854,603585.SH,苏利股份
2855,603586.SH,金麒麟
2856,603587.SH,地素时尚
2857,603588.SH,高能环境
2858,603589.SH,口子窖
2859,603590.SH,康辰药业
2860,603595.SH,东尼电子
2861,603596.SH,伯特利
2862,603598.SH,引力传媒
2863,603599.SH,广信股份
2864,603600.SH,永艺股份
2865,603601.SH,再升科技
2866,603602.SH,纵横通信
2868,603605.SH,珀莱雅
2869,603606.SH,东方电缆
