,ts_code,name,industry
708,002228.SZ,合兴包装,广告包装
709,002229.SZ,鸿博股份,广告包装
710,002230.SZ,科大讯飞,软件服务
711,002231.SZ,奥维通信,通信设备
712,002232.SZ,启明信息,软件服务
713,002233.SZ,塔牌集团,水泥
714,002234.SZ,民和股份,农业综合
715,002235.SZ,安妮股份,造纸
716,002236.SZ,大华股份,IT设备
717,002237.SZ,恒邦股份,黄金
718,002238.SZ,天威视讯,影视音像
719,002239.SZ,奥特佳,汽车配件
720,002240.SZ,盛新锂能,小金属
721,002241.SZ,歌尔股份,元器件
722,002242.SZ,九阳股份,家用电器
723,002243.SZ,力合科创,塑料
724,002244.SZ,滨江集团,区域地产
725,002245.SZ,蔚蓝锂芯,电气设备
726,002246.SZ,北化股份,化工原料
727,002247.SZ,聚力文化,其他建材
728,002248.SZ,华东数控,机床制造
729,002249.SZ,大洋电机,电气设备
730,002250.SZ,联化科技,化工原料
731,002252.SZ,上海莱士,生物制药
732,002253.SZ,川大智胜,软件服务
733,002254.SZ,泰和新材,化纤
734,002255.SZ,海陆重工,专用机械
735,002256.SZ,兆新股份,新型电力
736,002258.SZ,利尔化学,农药化肥
737,002261.SZ,拓维信息,软件服务
738,002262.SZ,恩华药业,化学制药
739,002263.SZ,大东南,塑料
740,002264.SZ,新华都,互联网
741,002265.SZ,建设工业,专用机械
742,002266.SZ,浙富控股,环境保护
743,002267.SZ,陕天然气,供气供热
744,002268.SZ,电科网安,软件服务
745,002269.SZ,美邦服饰,服饰
746,002270.SZ,华明装备,电气设备
747,002271.SZ,东方雨虹,其他建材
748,002272.SZ,川润股份,机械基件
749,002273.SZ,水晶光电,元器件
750,002274.SZ,华昌化工,农药化肥
751,002275.SZ,桂林三金,中成药
752,002276.SZ,万马股份,电气设备
753,002277.SZ,友阿股份,百货
754,002278.SZ,神开股份,化工机械
755,002279.SZ,久其软件,软件服务
756,002280.SZ,联络互动,软件服务
757,002281.SZ,光迅科技,通信设备
758,002282.SZ,博深股份,机械基件
759,002283.SZ,天润工业,汽车配件
760,002284.SZ,亚太股份,汽车配件
761,002285.SZ,世联行,房产服务
762,002286.SZ,保龄宝,食品
763,002287.SZ,奇正藏药,中成药
764,002288.SZ,超华科技,元器件
765,002290.SZ,禾盛新材,家用电器
766,002291.SZ,遥望科技,广告包装
767,002292.SZ,奥飞娱乐,影视音像
768,002293.SZ,罗莱生活,纺织
769,002294.SZ,信立泰,化学制药
770,002295.SZ,精艺股份,铜
771,002296.SZ,辉煌科技,通信设备
772,002297.SZ,博云新材,航空
773,002298.SZ,中电兴发,软件服务
774,002299.SZ,圣农发展,农业综合
775,002300.SZ,太阳电缆,电气设备
776,002301.SZ,齐心集团,文教休闲
777,002302.SZ,西部建设,水泥
778,002303.SZ,美盈森,造纸
779,002304.SZ,洋河股份,白酒
780,002305.SZ,南国置业,区域地产
781,002306.SZ,中科云网,酒店餐饮
782,002307.SZ,北新路桥,建筑工程
783,002308.SZ,威创股份,IT设备
784,002310.SZ,东方园林,建筑工程
785,002311.SZ,海大集团,饲料
786,002312.SZ,川发龙蟒,化工原料
787,002313.SZ,日海智能,通信设备
788,002314.SZ,南山控股,区域地产
789,002315.SZ,焦点科技,互联网
790,002316.SZ,亚联发展,软件服务
791,002317.SZ,众生药业,中成药
792,002318.SZ,久立特材,特种钢
793,002319.SZ,乐通股份,染料涂料
794,002320.SZ,海峡股份,水运
795,002321.SZ,华英农业,农业综合
796,002322.SZ,理工能科,软件服务
797,002323.SZ,雅博股份,建筑工程
798,002324.SZ,普利特,塑料
799,002325.SZ,洪涛股份,装修装饰
800,002326.SZ,永太科技,化工原料
801,002327.SZ,富安娜,纺织
802,002328.SZ,新朋股份,汽车配件
803,002329.SZ,皇氏集团,乳制品
804,002330.SZ,得利斯,食品
805,002331.SZ,皖通科技,软件服务
806,002332.SZ,仙琚制药,化学制药
807,002333.SZ,罗普斯金,其他建材
808,002334.SZ,英威腾,电气设备
809,002335.SZ,科华数据,电气设备
810,002336.SZ,人人乐,超市连锁
811,002337.SZ,赛象科技,化工机械
812,002338.SZ,奥普光电,电器仪表
813,002339.SZ,积成电子,电气设备
814,002340.SZ,格林美,小金属
815,002341.SZ,新纶新材,化工原料
816,002342.SZ,巨力索具,机械基件
817,002343.SZ,慈文传媒,影视音像
818,002344.SZ,海宁皮城,商品城
819,002345.SZ,潮宏基,服饰
820,002346.SZ,柘中股份,电气设备
821,002347.SZ,泰尔股份,机械基件
822,002348.SZ,高乐股份,文教休闲
823,002349.SZ,精华制药,中成药
824,002350.SZ,北京科锐,电气设备
825,002351.SZ,漫步者,IT设备
826,002352.SZ,顺丰控股,仓储物流
827,002353.SZ,杰瑞股份,化工机械
828,002354.SZ,天娱数科,互联网
829,002355.SZ,兴民智通,汽车配件
830,002356.SZ,赫美集团,其他商业
831,002357.SZ,富临运业,公路
832,002358.SZ,森源电气,电气设备
833,002360.SZ,同德化工,化工原料
834,002361.SZ,神剑股份,化工原料
835,002362.SZ,汉王科技,软件服务
836,002363.SZ,隆基机械,汽车配件
837,002364.SZ,中恒电气,电气设备
838,002365.SZ,永安药业,化学制药
839,002366.SZ,融发核电,专用机械
840,002367.SZ,康力电梯,运输设备
841,002368.SZ,太极股份,软件服务
842,002369.SZ,卓翼科技,通信设备
843,002370.SZ,亚太药业,化学制药
844,002371.SZ,北方华创,半导体
845,002372.SZ,伟星新材,其他建材
846,002373.SZ,千方科技,软件服务
847,002374.SZ,中锐股份,广告包装
848,002375.SZ,亚厦股份,装修装饰
849,002376.SZ,新北洋,IT设备
850,002377.SZ,国创高新,其他建材
851,002378.SZ,章源钨业,小金属
852,002379.SZ,宏创控股,铝
853,002380.SZ,科远智慧,软件服务
854,002381.SZ,双箭股份,橡胶
855,002382.SZ,蓝帆医疗,医疗保健
856,002383.SZ,合众思壮,通信设备
857,002384.SZ,东山精密,元器件
858,002385.SZ,大北农,饲料
859,002386.SZ,天原股份,化工原料
860,002387.SZ,维信诺,元器件
861,002388.SZ,新亚制程,元器件
862,002389.SZ,航天彩虹,航空
863,002390.SZ,信邦制药,医药商业
864,002391.SZ,长青股份,农药化肥
865,002392.SZ,北京利尔,其他建材
866,002393.SZ,力生制药,化学制药
867,002394.SZ,联发股份,纺织
868,002395.SZ,双象股份,塑料
869,002396.SZ,星网锐捷,通信设备
870,002397.SZ,梦洁股份,纺织
871,002398.SZ,垒知集团,其他建材
872,002399.SZ,海普瑞,化学制药
873,002400.SZ,省广集团,广告包装
874,002401.SZ,中远海科,软件服务
875,002402.SZ,和而泰,元器件
876,002403.SZ,爱仕达,家用电器
877,002404.SZ,嘉欣丝绸,纺织
878,002405.SZ,四维图新,软件服务
879,002406.SZ,远东传动,汽车配件
880,002407.SZ,多氟多,化工原料
881,002408.SZ,齐翔腾达,化工原料
882,002409.SZ,雅克科技,半导体
883,002410.SZ,广联达,软件服务
884,002412.SZ,汉森制药,中成药
885,002413.SZ,雷科防务,通信设备
886,002414.SZ,高德红外,电器仪表
887,002415.SZ,海康威视,IT设备
888,002416.SZ,爱施德,电器连锁
889,002418.SZ,康盛股份,家用电器
890,002419.SZ,天虹股份,百货
891,002420.SZ,毅昌科技,家用电器
892,002421.SZ,达实智能,软件服务
893,002422.SZ,科伦药业,化学制药
894,002423.SZ,中粮资本,多元金融
895,002424.SZ,贵州百灵,中成药
896,002425.SZ,凯撒文化,互联网
897,002426.SZ,胜利精密,元器件
898,002427.SZ,尤夫股份,化纤
899,002428.SZ,云南锗业,小金属
900,002429.SZ,兆驰股份,家用电器
901,002430.SZ,杭氧股份,化工机械
902,002431.SZ,棕榈股份,建筑工程
903,002432.SZ,九安医疗,医疗保健
904,002434.SZ,万里扬,汽车配件
905,002435.SZ,长江健康,化学制药
906,002436.SZ,兴森科技,元器件
907,002437.SZ,誉衡药业,化学制药
908,002438.SZ,江苏神通,机械基件
909,002439.SZ,启明星辰,软件服务
910,002440.SZ,闰土股份,染料涂料
911,002441.SZ,众业达,电气设备
912,002442.SZ,龙星化工,化工原料
913,002443.SZ,金洲管道,钢加工
914,002444.SZ,巨星科技,轻工机械
915,002445.SZ,中南文化,钢加工
916,002446.SZ,盛路通信,通信设备
917,002448.SZ,中原内配,汽车配件
918,002449.SZ,国星光电,半导体
919,002451.SZ,摩恩电气,电气设备
920,002452.SZ,长高电新,电气设备
921,002453.SZ,华软科技,化工原料
922,002454.SZ,松芝股份,汽车配件
923,002455.SZ,百川股份,化工原料
924,002456.SZ,欧菲光,元器件
925,002457.SZ,青龙管业,塑料
926,002458.SZ,益生股份,农业综合
927,002459.SZ,晶澳科技,电气设备
928,002460.SZ,赣锋锂业,小金属
929,002461.SZ,珠江啤酒,啤酒
930,002462.SZ,嘉事堂,医药商业
931,002463.SZ,沪电股份,元器件
932,002465.SZ,海格通信,通信设备
933,002466.SZ,天齐锂业,小金属
934,002467.SZ,二六三,互联网
935,002468.SZ,申通快递,仓储物流
936,002469.SZ,三维化学,化工原料
937,002470.SZ,金正大,农药化肥
938,002471.SZ,中超控股,电气设备
939,002472.SZ,双环传动,汽车配件
940,002474.SZ,榕基软件,软件服务
941,002475.SZ,立讯精密,元器件
942,002476.SZ,宝莫股份,化工原料
943,002478.SZ,常宝股份,钢加工
944,002479.SZ,富春环保,环境保护
945,002480.SZ,新筑股份,机械基件
946,002481.SZ,双塔食品,食品
947,002483.SZ,润邦股份,工程机械
948,002484.SZ,江海股份,元器件
949,002486.SZ,嘉麟杰,服饰
950,002487.SZ,大金重工,电气设备
951,002488.SZ,金固股份,汽车配件
952,002489.SZ,浙江永强,家居用品
953,002490.SZ,山东墨龙,化工机械
954,002491.SZ,通鼎互联,通信设备
955,002492.SZ,恒基达鑫,仓储物流
956,002493.SZ,荣盛石化,化纤
957,002494.SZ,华斯股份,服饰
958,002495.SZ,佳隆股份,食品
959,002496.SZ,辉丰股份,农药化肥
960,002497.SZ,雅化集团,小金属
961,002498.SZ,汉缆股份,电气设备
962,002500.SZ,山西证券,证券
963,002501.SZ,利源股份,铝
964,002505.SZ,鹏都农牧,商贸代理
965,002506.SZ,协鑫集成,电气设备
966,002507.SZ,涪陵榨菜,食品
967,002508.SZ,老板电器,家用电器
968,002510.SZ,天汽模,汽车配件
969,002511.SZ,中顺洁柔,造纸
970,002512.SZ,达华智能,元器件
971,002513.SZ,蓝丰生化,农药化肥
972,002514.SZ,宝馨科技,机械基件
973,002515.SZ,金字火腿,食品
974,002516.SZ,旷达科技,汽车配件
975,002517.SZ,恺英网络,互联网
976,002518.SZ,科士达,电气设备
977,002519.SZ,银河电子,通信设备
978,002520.SZ,日发精机,机床制造
979,002521.SZ,齐峰新材,造纸
980,002522.SZ,浙江众成,塑料
981,002523.SZ,天桥起重,工程机械
982,002524.SZ,光正眼科,医疗保健
983,002526.SZ,山东矿机,工程机械
984,002527.SZ,新时达,电器仪表
985,002528.SZ,英飞拓,IT设备
986,002529.SZ,海源复材,专用机械
987,002530.SZ,金财互联,专用机械
988,002531.SZ,天顺风能,电气设备
989,002532.SZ,天山铝业,铝
990,002533.SZ,金杯电工,电气设备
991,002534.SZ,西子洁能,专用机械
992,002535.SZ,林州重机,工程机械
993,002536.SZ,飞龙股份,汽车配件
994,002537.SZ,海联金汇,汽车配件
995,002538.SZ,司尔特,农药化肥
996,002539.SZ,云图控股,农药化肥
997,002540.SZ,亚太科技,铝
998,002541.SZ,鸿路钢构,钢加工
999,002542.SZ,中化岩土,建筑工程
1000,002543.SZ,万和电气,家用电器
1001,002544.SZ,普天科技,通信设备
1002,002545.SZ,东方铁塔,农药化肥
1003,002546.SZ,新联电子,电气设备
1004,002547.SZ,春兴精工,汽车配件
1005,002548.SZ,金新农,饲料
1006,002549.SZ,凯美特气,环境保护
1007,002550.SZ,千红制药,生物制药
1008,002551.SZ,尚荣医疗,医疗保健
1009,002552.SZ,宝鼎科技,元器件
1010,002553.SZ,南方精工,汽车配件
1011,002554.SZ,惠博普,石油开采
1012,002555.SZ,三七互娱,互联网
1013,002556.SZ,辉隆股份,农药化肥
1014,002557.SZ,洽洽食品,食品
1015,002558.SZ,巨人网络,互联网
1016,002559.SZ,亚威股份,机床制造
1017,002560.SZ,通达股份,电气设备
1018,002561.SZ,徐家汇,百货
1019,002562.SZ,兄弟科技,化学制药
1020,002563.SZ,森马服饰,服饰
1021,002565.SZ,顺灏股份,造纸
1022,002566.SZ,益盛药业,中成药
1023,002567.SZ,唐人神,饲料
1024,002568.SZ,百润股份,红黄酒
1025,002570.SZ,贝因美,乳制品
1026,002571.SZ,德力股份,家居用品
1027,002572.SZ,索菲亚,家居用品
1028,002573.SZ,清新环境,环境保护
1029,002574.SZ,明牌珠宝,服饰
1030,002575.SZ,群兴玩具,文教休闲
1031,002576.SZ,通达动力,电气设备
1032,002577.SZ,雷柏科技,IT设备
1033,002578.SZ,闽发铝业,铝
1034,002579.SZ,中京电子,元器件
1035,002580.SZ,圣阳股份,电气设备
1036,002581.SZ,未名医药,生物制药
1037,002582.SZ,好想你,食品
1038,002583.SZ,海能达,通信设备
1039,002584.SZ,西陇科学,化工原料
1040,002585.SZ,双星新材,塑料
1041,002587.SZ,奥拓电子,元器件
1042,002588.SZ,史丹利,农药化肥
1043,002589.SZ,瑞康医药,医药商业
1044,002590.SZ,万安科技,汽车配件
1045,002591.SZ,恒大高新,环境保护
1046,002593.SZ,日上集团,钢加工
1047,002594.SZ,比亚迪,汽车整车
1048,002595.SZ,豪迈科技,专用机械
1049,002596.SZ,海南瑞泽,其他建材
1050,002597.SZ,金禾实业,食品
1051,002598.SZ,山东章鼓,机械基件
1052,002599.SZ,盛通股份,广告包装
1053,002600.SZ,领益智造,元器件
1054,002601.SZ,龙佰集团,化工原料
1055,002602.SZ,世纪华通,互联网
1056,002603.SZ,以岭药业,中成药
1057,002605.SZ,姚记科技,互联网
1058,002606.SZ,大连电瓷,电气设备
1059,002607.SZ,中公教育,文教休闲
1060,002608.SZ,江苏国信,火力发电
1061,002609.SZ,捷顺科技,软件服务
1062,002610.SZ,爱康科技,电气设备
1063,002611.SZ,东方精工,轻工机械
1064,002612.SZ,朗姿股份,服饰
1065,002613.SZ,北玻股份,专用机械
1066,002614.SZ,奥佳华,家用电器
1067,002615.SZ,哈尔斯,家居用品
1068,002616.SZ,长青集团,环境保护
1069,002617.SZ,露笑科技,电气设备
1070,002620.SZ,瑞和股份,装修装饰
1071,002621.SZ,美吉姆,文教休闲
1072,002622.SZ,皓宸医疗,电气设备
1073,002623.SZ,亚玛顿,玻璃
1074,002624.SZ,完美世界,互联网
1075,002625.SZ,光启技术,航空
1076,002626.SZ,金达威,医疗保健
1077,002627.SZ,三峡旅游,公共交通
1078,002628.SZ,成都路桥,建筑工程
1079,002629.SZ,仁智股份,石油开采
1080,002630.SZ,华西能源,专用机械
1081,002631.SZ,德尔未来,家居用品
1082,002632.SZ,道明光学,塑料
1083,002633.SZ,申科股份,机械基件
1084,002634.SZ,棒杰股份,服饰
1085,002635.SZ,安洁科技,元器件
1086,002636.SZ,金安国纪,元器件
1087,002637.SZ,赞宇科技,日用化工
1088,002638.SZ,勤上股份,半导体
1089,002639.SZ,雪人股份,专用机械
1090,002640.SZ,跨境通,互联网
1091,002641.SZ,公元股份,塑料
1092,002642.SZ,荣联科技,软件服务
1093,002643.SZ,万润股份,化工原料
1094,002644.SZ,佛慈制药,中成药
1095,002645.SZ,华宏科技,专用机械
1096,002646.SZ,天佑德酒,白酒
1097,002647.SZ,仁东控股,多元金融
1098,002648.SZ,卫星化学,化工原料
1099,002649.SZ,博彦科技,软件服务
1100,002650.SZ,加加食品,食品
1101,002651.SZ,利君股份,专用机械
1102,002652.SZ,扬子新材,其他建材
1103,002653.SZ,海思科,化学制药
1104,002654.SZ,万润科技,互联网
1105,002655.SZ,共达电声,元器件
1106,002657.SZ,中科金财,软件服务
1107,002658.SZ,雪迪龙,环境保护
1108,002659.SZ,凯文教育,文教休闲
1109,002660.SZ,茂硕电源,电气设备
1110,002661.SZ,克明食品,食品
1111,002662.SZ,京威股份,汽车配件
1112,002663.SZ,普邦股份,建筑工程
1113,002664.SZ,信质集团,汽车配件
1114,002665.SZ,首航高科,电气设备
1115,002666.SZ,德联集团,化工原料
1116,002667.SZ,威领股份,工程机械
1117,002668.SZ,奥马电器,家用电器
1118,002669.SZ,康达新材,化工原料
1119,002670.SZ,国盛金控,证券
1120,002671.SZ,龙泉股份,水泥
1121,002672.SZ,东江环保,环境保护
1122,002673.SZ,西部证券,证券
1123,002674.SZ,兴业科技,纺织
1124,002675.SZ,东诚药业,化学制药
1125,002676.SZ,顺威股份,家用电器
1126,002677.SZ,浙江美大,家用电器
1127,002678.SZ,珠江钢琴,文教休闲
1128,002679.SZ,福建金森,林业
1129,002681.SZ,奋达科技,元器件
1130,002682.SZ,龙洲股份,仓储物流
1131,002683.SZ,广东宏大,化工原料
1132,002685.SZ,华东重机,机床制造
1133,002686.SZ,亿利达,专用机械
1134,002687.SZ,乔治白,服饰
1135,002688.SZ,金河生物,农业综合
1136,002689.SZ,远大智能,运输设备
1137,002690.SZ,美亚光电,专用机械
1138,002691.SZ,冀凯股份,专用机械
1139,002692.SZ,远程股份,电气设备
1140,002693.SZ,双成药业,生物制药
1141,002694.SZ,顾地科技,塑料
1142,002695.SZ,煌上煌,食品
1143,002696.SZ,百洋股份,饲料
1144,002697.SZ,红旗连锁,超市连锁
1145,002698.SZ,博实股份,化工机械
1146,002701.SZ,奥瑞金,广告包装
1147,002702.SZ,海欣食品,食品
1148,002703.SZ,浙江世宝,汽车配件
1149,002705.SZ,新宝股份,家用电器
1150,002706.SZ,良信股份,电气设备
1151,002707.SZ,众信旅游,旅游服务
1152,002708.SZ,光洋股份,汽车配件
1153,002709.SZ,天赐材料,化工原料
1154,002712.SZ,思美传媒,广告包装
1155,002713.SZ,东易日盛,装修装饰
1156,002714.SZ,牧原股份,农业综合
1157,002715.SZ,登云股份,汽车配件
1158,002716.SZ,金贵银业,小金属
1159,002717.SZ,岭南股份,环境保护
1160,002718.SZ,友邦吊顶,其他建材
1161,002719.SZ,麦趣尔,乳制品
1162,002722.SZ,物产金轮,纺织机械
1163,002723.SZ,小崧股份,家用电器
1164,002724.SZ,海洋王,元器件
1165,002725.SZ,跃岭股份,汽车配件
1166,002726.SZ,龙大美食,食品
1167,002727.SZ,一心堂,医药商业
1168,002728.SZ,特一药业,中成药
1169,002729.SZ,好利科技,元器件
1170,002730.SZ,电光科技,专用机械
1171,002731.SZ,萃华珠宝,服饰
1172,002732.SZ,燕塘乳业,乳制品
1173,002733.SZ,雄韬股份,电气设备
1174,002734.SZ,利民股份,农药化肥
1175,002735.SZ,王子新材,塑料
1176,002736.SZ,国信证券,证券
1177,002737.SZ,葵花药业,中成药
1178,002738.SZ,中矿资源,小金属
1179,002739.SZ,万达电影,影视音像
1180,002741.SZ,光华科技,化工原料
1181,002743.SZ,富煌钢构,钢加工
1182,002745.SZ,木林森,元器件
1183,002746.SZ,仙坛股份,农业综合
1184,002747.SZ,埃斯顿,机械基件
1185,002748.SZ,世龙实业,化工原料
1186,002749.SZ,国光股份,农药化肥
1187,002750.SZ,龙津药业,中成药
1188,002752.SZ,昇兴股份,广告包装
1189,002753.SZ,永东股份,化工原料
1190,002755.SZ,奥赛康,化学制药
1191,002756.SZ,永兴材料,小金属
1192,002757.SZ,南兴股份,专用机械
1193,002758.SZ,浙农股份,汽车服务
1194,002759.SZ,天际股份,家用电器
1195,002760.SZ,凤形股份,机械基件
1196,002761.SZ,浙江建投,建筑工程
1197,002762.SZ,金发拉比,服饰
1198,002763.SZ,汇洁股份,服饰
1199,002765.SZ,蓝黛科技,元器件
1200,002766.SZ,索菱股份,汽车配件
1201,002767.SZ,先锋电子,电器仪表
1202,002768.SZ,国恩股份,塑料
1203,002769.SZ,普路通,仓储物流
1204,002771.SZ,真视通,软件服务
1205,002772.SZ,众兴菌业,种植业
1206,002773.SZ,康弘药业,化学制药
1207,002774.SZ,快意电梯,运输设备
1208,002775.SZ,文科股份,建筑工程
1209,002777.SZ,久远银海,软件服务
1210,002778.SZ,中晟高科,环境保护
1211,002779.SZ,中坚科技,农用机械
1212,002780.SZ,三夫户外,服饰
1213,002782.SZ,可立克,电气设备
1214,002783.SZ,凯龙股份,化工原料
1215,002785.SZ,万里石,其他建材
1216,002786.SZ,银宝山新,专用机械
1217,002787.SZ,华源控股,广告包装
1218,002788.SZ,鹭燕医药,医药商业
1219,002789.SZ,建艺集团,装修装饰
1220,002790.SZ,瑞尔特,家居用品
1221,002791.SZ,坚朗五金,其他建材
1222,002792.SZ,通宇通讯,通信设备
1223,002793.SZ,罗欣药业,化学制药
1224,002795.SZ,永和智控,机械基件
1225,002796.SZ,世嘉科技,通信设备
1226,002797.SZ,第一创业,证券
1227,002798.SZ,帝欧家居,家居用品
1228,002799.SZ,环球印务,广告包装
1229,002801.SZ,微光股份,电气设备
1230,002802.SZ,洪汇新材,化工原料
1231,002803.SZ,吉宏股份,互联网
1232,002805.SZ,丰元股份,电气设备
1233,002806.SZ,华锋股份,汽车配件
1234,002807.SZ,江阴银行,银行
1235,002809.SZ,红墙股份,化工原料
1236,002810.SZ,山东赫达,化工原料
1237,002811.SZ,郑中设计,装修装饰
1238,002812.SZ,恩捷股份,电气设备
1239,002813.SZ,路畅科技,汽车配件
1240,002815.SZ,崇达技术,元器件
1241,002817.SZ,黄山胶囊,化学制药
1242,002818.SZ,富森美,其他商业
1243,002819.SZ,东方中科,电器仪表
1244,002820.SZ,桂发祥,食品
1245,002821.SZ,凯莱英,生物制药
1246,002822.SZ,中装建设,装修装饰
1247,002823.SZ,凯中精密,机械基件
1248,002824.SZ,和胜股份,铝
1249,002825.SZ,纳尔股份,化工原料
1250,002826.SZ,易明医药,化学制药
1251,002827.SZ,高争民爆,化工原料
1252,002828.SZ,贝肯能源,石油开采
1253,002829.SZ,星网宇达,航空
1254,002830.SZ,名雕股份,装修装饰
1255,002831.SZ,裕同科技,广告包装
1256,002832.SZ,比音勒芬,服饰
1257,002833.SZ,弘亚数控,专用机械
1258,002835.SZ,同为股份,IT设备
1259,002836.SZ,新宏泽,广告包装
1260,002837.SZ,英维克,专用机械
1261,002838.SZ,道恩股份,塑料
1262,002839.SZ,张家港行,银行
1263,002840.SZ,华统股份,食品
1264,002841.SZ,视源股份,元器件
1265,002842.SZ,翔鹭钨业,小金属
1266,002843.SZ,泰嘉股份,钢加工
1267,002845.SZ,同兴达,元器件
1268,002846.SZ,英联股份,广告包装
1269,002847.SZ,盐津铺子,食品
1270,002848.SZ,高斯贝尔,家用电器
1271,002849.SZ,威星智能,电器仪表
1272,002850.SZ,科达利,电气设备
1273,002851.SZ,麦格米特,电气设备
1274,002852.SZ,道道全,食品
1275,002853.SZ,皮阿诺,家居用品
1276,002855.SZ,捷荣技术,元器件
1277,002856.SZ,美芝股份,装修装饰
1278,002857.SZ,三晖电气,电器仪表
1279,002858.SZ,力盛体育,文教休闲
1280,002859.SZ,洁美科技,元器件
1281,002860.SZ,星帅尔,家用电器
1282,002861.SZ,瀛通通讯,元器件
1283,002862.SZ,实丰文化,文教休闲
1284,002863.SZ,今飞凯达,汽车配件
1285,002864.SZ,盘龙药业,中成药
1286,002865.SZ,钧达股份,电气设备
1287,002866.SZ,传艺科技,IT设备
1288,002867.SZ,周大生,服饰
1289,002868.SZ,绿康生化,农业综合
1290,002869.SZ,金溢科技,通信设备
1291,002870.SZ,香山股份,汽车配件
1292,002871.SZ,伟隆股份,机械基件
1293,002873.SZ,新天药业,中成药
1294,002875.SZ,安奈儿,服饰
1295,002876.SZ,三利谱,元器件
1296,002877.SZ,智能自控,机械基件
1297,002878.SZ,元隆雅图,广告包装
1298,002879.SZ,长缆科技,电气设备
1299,002880.SZ,卫光生物,生物制药
1300,002881.SZ,美格智能,通信设备
1301,002882.SZ,金龙羽,电气设备
1302,002883.SZ,中设股份,建筑工程
1303,002884.SZ,凌霄泵业,机械基件
1304,002885.SZ,京泉华,元器件
1305,002886.SZ,沃特股份,塑料
1306,002887.SZ,绿茵生态,环境保护
1307,002888.SZ,惠威科技,元器件
1308,002889.SZ,东方嘉盛,仓储物流
1309,002890.SZ,弘宇股份,农用机械
1310,002891.SZ,中宠股份,饲料
1311,002892.SZ,科力尔,电气设备
1312,002893.SZ,京能热力,供气供热
1313,002895.SZ,川恒股份,化工原料
1314,002896.SZ,中大力德,机械基件
1315,002897.SZ,意华股份,元器件
1316,002898.SZ,赛隆药业,化学制药
1317,002899.SZ,英派斯,文教休闲
1318,002900.SZ,哈三联,化学制药
1319,002901.SZ,大博医疗,医疗保健
1320,002902.SZ,铭普光磁,通信设备
1321,002903.SZ,宇环数控,机床制造
1322,002905.SZ,金逸影视,影视音像
1323,002906.SZ,华阳集团,汽车配件
1324,002907.SZ,华森制药,中成药
1325,002908.SZ,德生科技,元器件
1326,002909.SZ,集泰股份,化工原料
1327,002910.SZ,庄园牧场,乳制品
1328,002911.SZ,佛燃能源,供气供热
1329,002912.SZ,中新赛克,IT设备
1330,002913.SZ,奥士康,元器件
1331,002915.SZ,中欣氟材,化工原料
1332,002916.SZ,深南电路,元器件
1333,002917.SZ,金奥博,化工原料
1334,002918.SZ,蒙娜丽莎,陶瓷
1335,002919.SZ,名臣健康,互联网
1336,002920.SZ,德赛西威,汽车配件
1337,002921.SZ,联诚精密,汽车配件
1338,002922.SZ,伊戈尔,电气设备
1339,002923.SZ,润都股份,化学制药
1340,002925.SZ,盈趣科技,元器件
1341,002926.SZ,华西证券,证券
1342,002927.SZ,泰永长征,电气设备
1343,002928.SZ,华夏航空,空运
1344,002929.SZ,润建股份,通信设备
1345,002930.SZ,宏川智慧,仓储物流
1346,002931.SZ,锋龙股份,机械基件
1347,002932.SZ,明德生物,医疗保健
1348,002933.SZ,新兴装备,航空
1349,002935.SZ,天奥电子,航空
1350,002936.SZ,郑州银行,银行
1351,002937.SZ,兴瑞科技,元器件
1352,002938.SZ,鹏鼎控股,元器件
1353,002939.SZ,长城证券,证券
1354,002940.SZ,昂利康,化学制药
1355,002941.SZ,新疆交建,建筑工程
1356,002942.SZ,新农股份,农药化肥
1357,002943.SZ,宇晶股份,机床制造
1358,002945.SZ,华林证券,证券
1359,002946.SZ,新乳业,乳制品
1360,002947.SZ,恒铭达,元器件
1361,002948.SZ,青岛银行,银行
1362,002949.SZ,华阳国际,建筑工程
1363,002950.SZ,奥美医疗,医疗保健
1364,002952.SZ,亚世光电,元器件
1365,002953.SZ,日丰股份,电气设备
1366,002955.SZ,鸿合科技,IT设备
1367,002956.SZ,西麦食品,食品
1368,002957.SZ,科瑞技术,专用机械
1369,002958.SZ,青农商行,银行
1370,002959.SZ,小熊电器,家用电器
1371,002960.SZ,青鸟消防,专用机械
1372,002961.SZ,瑞达期货,多元金融
1373,002962.SZ,五方光电,元器件
1374,002963.SZ,豪尔赛,装修装饰
1375,002965.SZ,祥鑫科技,汽车配件
1376,002966.SZ,苏州银行,银行
1377,002967.SZ,广电计量,电器仪表
1378,002968.SZ,新大正,房产服务
1379,002969.SZ,嘉美包装,广告包装
1380,002970.SZ,锐明技术,IT设备
1381,002971.SZ,和远气体,化工原料
1382,002972.SZ,科安达,运输设备
1383,002973.SZ,侨银股份,环境保护
1384,002975.SZ,博杰股份,专用机械
1385,002976.SZ,瑞玛精密,汽车配件
1386,002977.SZ,天箭科技,通信设备
1387,002978.SZ,安宁股份,小金属
1388,002979.SZ,雷赛智能,专用机械
1389,002980.SZ,华盛昌,电器仪表
1390,002981.SZ,朝阳科技,元器件
1391,002982.SZ,湘佳股份,农业综合
1392,002983.SZ,芯瑞达,元器件
1393,002984.SZ,森麒麟,汽车配件
1394,002985.SZ,北摩高科,航空
1395,002986.SZ,宇新股份,化工原料
